id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_974,"VESTIDO VERDE MENTA/NEGRO $350","VESTIDO VERDE MENTA/NEGRO $350 
 
Modelo: sale-297 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/mas-2.png,https://georginasj.com/tienda/producto/vestido-verde-menta-negro-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_974,https://georginasj.com/tienda/carrito/?add-to-cart=974,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_973,"VESTIDO TIRANTES BEIGE-SALMÓN $350","VESTIDO TIRANTES BEIGE-SALMÓN $350 
 
Modelo: sale-1223 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/mas-3.png,https://georginasj.com/tienda/producto/vestido-tirantes-beige-salmon-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_973,https://georginasj.com/tienda/carrito/?add-to-cart=973,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_972,"VESTIDO ROJO $350","VESTIDO ROJO $350 
 
Modelo: Sale-99l 
 
Talla: S-M 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/mas-4.png,https://georginasj.com/tienda/producto/vestido-rojo-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",500MXN,in stock,wc_post_id_972,https://georginasj.com/tienda/carrito/?add-to-cart=972,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_968,"VESTIDO ESTAMPADO GIRL $350","VESTIDO ESTAMPADO GIRL $350 
 
Modelo: Sale-s453 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/mas-5.png,https://georginasj.com/tienda/producto/vestido-estampado-girl-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_968,https://georginasj.com/tienda/carrito/?add-to-cart=968,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_967,"VESTIDO MELÓN $350","VESTIDO MELÓN $350 
 
Modelo: 0021 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/mas-7.png,https://georginasj.com/tienda/producto/vestido-melon-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_967,https://georginasj.com/tienda/carrito/?add-to-cart=967,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_942,"VESTIDO ENCAJE ROSA $350","VESTIDO ENCAJE ROSA $350 
 
Modelo: 124l 
 
Talla: M 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/mas-8.png,https://georginasj.com/tienda/producto/vestido-encaje-rosa-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",500MXN,in stock,wc_post_id_942,https://georginasj.com/tienda/carrito/?add-to-cart=942,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_940,"VESTIDO NEGRO/FLORES $350","VESTIDO NEGRO/FLORES $350 
 
Modelo: 3221 
 
Talla: L 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel.png,https://georginasj.com/tienda/producto/vestido-negro-flores-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_940,https://georginasj.com/tienda/carrito/?add-to-cart=940,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_939,"VESTIDO AZUL $350","VESTIDO AZUL $350 
 
Modelo: 0921 
 
Talla: S-M 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-1.png,https://georginasj.com/tienda/producto/vestido-azul-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_939,https://georginasj.com/tienda/carrito/?add-to-cart=939,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_938,"VESTIDO ROJO RAYAS $350","VESTIDO ROJO RAYAS $350 
 
Modelo: sale9921 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-2.png,https://georginasj.com/tienda/producto/vestido-rojo-rayas-350-2/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",500MXN,in stock,wc_post_id_938,https://georginasj.com/tienda/carrito/?add-to-cart=938,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_937,"VESTIDO VERDE RAYAS $350","VESTIDO VERDE RAYAS $350 
 
Modelo: sale992 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-3.png,https://georginasj.com/tienda/producto/vestido-verde-rayas-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",500MXN,in stock,wc_post_id_937,https://georginasj.com/tienda/carrito/?add-to-cart=937,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_936,"VESTIDO ANIMAL PRINT $350","VESTIDO ANIMAL PRINT $350 
 
Modelo: sale566 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-4.png,https://georginasj.com/tienda/producto/vestido-animal-print-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",500MXN,in stock,wc_post_id_936,https://georginasj.com/tienda/carrito/?add-to-cart=936,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_935,"VESTIDO NEGRO/ROSA PALO $350","VESTIDO NEGRO/ROSA PALO $350 
 
Modelo: sale544 
 
Talla: L 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-5.png,https://georginasj.com/tienda/producto/vestido-negro-rosa-palo-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",450MXN,in stock,wc_post_id_935,https://georginasj.com/tienda/carrito/?add-to-cart=935,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_934,"VESTIDO NARANJA TIRANTES $350","VESTIDO NARANJA TIRANTES $350 
 
Modelo: sale157 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-6.png,https://georginasj.com/tienda/producto/vestido-naranja-tirantes-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",600MXN,in stock,wc_post_id_934,https://georginasj.com/tienda/carrito/?add-to-cart=934,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_933,"VESTIDO TIRANTES AZUL $350","VESTIDO TIRANTES AZUL $350 
 
Modelo: sale752 
 
Talla: S-M 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-8.png,https://georginasj.com/tienda/producto/vestido-tirantes-azul-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",650MXN,in stock,wc_post_id_933,https://georginasj.com/tienda/carrito/?add-to-cart=933,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_932,"VESTIDO BEIGE/FLORES $350","VESTIDO BEIGE/FLORES $350 
 
Modelo: sale13d 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-7.png,https://georginasj.com/tienda/producto/vestido-beige-flores-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",550MXN,in stock,wc_post_id_932,https://georginasj.com/tienda/carrito/?add-to-cart=932,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_931,"VESTIDO AZUL/NEGRO ENCAJE $350","VESTIDO AZUL/NEGRO ENCAJE $350 
 
Modelo: sale190l 
 
Talla: S 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-9.png,https://georginasj.com/tienda/producto/vestido-azul-negro-encaje-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",550MXN,in stock,wc_post_id_931,https://georginasj.com/tienda/carrito/?add-to-cart=931,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_930,"VESTIDO ENCAJE ROSA/NEGRO $350","VESTIDO ENCAJE ROSA/NEGRO $350 
 
Modelo: SALE12E 
 
Talla: S-M",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-10.png,https://georginasj.com/tienda/producto/vestido-encaje-rosa-negro-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",550MXN,in stock,wc_post_id_930,https://georginasj.com/tienda/carrito/?add-to-cart=930,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_917,"VESTIDO AZUL TIRANTES $350","VESTIDO AZUL TIRANTES $350 
 
Talla: M 
 
Modelo: sale902 
 
$350",https://georginasj.com/tienda/wp-content/uploads/2020/07/lel-11.png,https://georginasj.com/tienda/producto/vestido-azul-tirantes-350/,"REBAJAS VESTIDOS $350-$399","GeorginaSJ",500MXN,in stock,wc_post_id_917,https://georginasj.com/tienda/carrito/?add-to-cart=917,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_915,"VESTIDO BLANCO 17551","VESTIDO BLANCO 17551 
 
70% Naylon 
 
30% Poliester 
 
Talla: G 
 
Modelo: 17551",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-10-1.png,https://georginasj.com/tienda/producto/vestido-blanco-17551/,"Vestidos","GeorginaSJ",850MXN,in stock,wc_post_id_915,https://georginasj.com/tienda/carrito/?add-to-cart=915,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850MXN,new,published,,
wc_post_id_914,"VESTIDO VERDE MENTA SEDA 1425","VESTIDO VERDE MENTA SEDA 1425 
 
82% Nailon 
 
18% Elastano 
 
Talla: CH 
 
Modelo: 1425",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-13-1.png,https://georginasj.com/tienda/producto/vestido-verde-menta-seda-1425/,"Vestidos","GeorginaSJ",850MXN,in stock,wc_post_id_914,https://georginasj.com/tienda/carrito/?add-to-cart=914,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850MXN,new,published,,
wc_post_id_913,"VESTIDO VERDE MENTA NEW22","Vestido verde menta new22 
 
95% Poliester 
 
5% Elastano 
 
Talla: G 
 
Modelo: 3148",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-11-1.png,https://georginasj.com/tienda/producto/vestido-verde-menta-new22/,"Vestidos","GeorginaSJ",850MXN,in stock,wc_post_id_913,https://georginasj.com/tienda/carrito/?add-to-cart=913,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850MXN,new,published,,
wc_post_id_912,"VESTIDO AZUL 20335","Vestido azul 
 
100% Poliester 
 
100% Poliester forro 
 
Talla: G 
 
Modelo: 20335",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-12-1.png,https://georginasj.com/tienda/producto/vestido-azul-20335/,"Vestidos","GeorginaSJ",950MXN,in stock,wc_post_id_912,https://georginasj.com/tienda/carrito/?add-to-cart=912,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,950MXN,new,published,,
wc_post_id_911,"VESTIDO BLUEGIRL","VESTIDO BLUEGIRL  
 
100% Rayon 
 
100% Rayon forro 
 
Talla: M 
 
Modelo: 1882",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-9-1.png,https://georginasj.com/tienda/producto/vestido-bluegirl/,"Vestidos","GeorginaSJ",850MXN,in stock,wc_post_id_911,https://georginasj.com/tienda/carrito/?add-to-cart=911,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850MXN,new,published,,
wc_post_id_910,"VESTIDO AMARILLO NEW23","VESTIDO AMARILLO NEW23 
 
95% Poliester 
 
5% Elastano 
 
Talla: G 
 
Modelo: 26158",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-5-1.png,https://georginasj.com/tienda/producto/vestido-amarillo-new23/,"Vestidos","GeorginaSJ",850MXN,in stock,wc_post_id_910,https://georginasj.com/tienda/carrito/?add-to-cart=910,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850MXN,new,published,,
wc_post_id_907,"BLUSA NEGRA SEVEN 7 & COCO","BLUSA NEGRA SEVEN 7 & COCO 
 
100% Poliester 
 
Talla: G 
 
Modelo: 20-488",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-14-1.png,https://georginasj.com/tienda/producto/blusa-negra-seven-7-coco-2/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_907,https://georginasj.com/tienda/carrito/?add-to-cart=907,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_906,"BLUSA MOSTAZA 20998","BLUSA MOSTAZA 20998 
 
100% Poliester 
 
Talla: CH 
 
Modelo: 20-998",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-18-1.png,https://georginasj.com/tienda/producto/blusa-mostaza-20998/,"Blusas","GeorginaSJ",750MXN,out of stock,wc_post_id_906,https://georginasj.com/tienda/carrito/?add-to-cart=906,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_905,"BLUSA NEGRA SEVEN 7 & COCO","BLUSA NEGRA SEVEN 7 & COCO 
 
100% Poliester 
 
Talla: M 
 
Modelo: 20-998",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-45-1.png,https://georginasj.com/tienda/producto/blusa-negra-seven-7-coco/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_905,https://georginasj.com/tienda/carrito/?add-to-cart=905,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_904,"BLUSA MOÑO","BLUSA MOÑO 
 
100% Poliester 
 
Talla: CH 
 
Modelo: 20760",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-23-1.png,https://georginasj.com/tienda/producto/blusa-mono/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_904,https://georginasj.com/tienda/carrito/?add-to-cart=904,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_903,"BLUSA BLANCA","BLUSA BLANCA 
 
100% Poliester 
 
Talla: M 
 
Modelo: 49263",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-48.png,https://georginasj.com/tienda/producto/blusa-blanca-2/,"Blusas","GeorginaSJ",450MXN,in stock,wc_post_id_903,https://georginasj.com/tienda/carrito/?add-to-cart=903,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,450MXN,new,published,,
wc_post_id_902,"BLUSA NEGRA","BLUSA NEGRA 
 
100% Poliester 
 
Talla: G 
 
Modelo: 5452",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-55.png,https://georginasj.com/tienda/producto/blusa-negra/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_902,https://georginasj.com/tienda/carrito/?add-to-cart=902,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_901,"BLUSA VERDE MILITAR","BLUSA VERDE MILITAR 
 
100% Poliester 
 
Talla: G 
 
Modelo: 20-817",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-51.png,https://georginasj.com/tienda/producto/blusa-verde-militar/,"Blusas","GeorginaSJ",750MXN,out of stock,wc_post_id_901,https://georginasj.com/tienda/carrito/?add-to-cart=901,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_900,"BLUSA ROSA FIUSHA","BLUSA ROSA FIUSHA 
 
100% Poliester 
 
Talla: M 
 
Modelo: 20-998",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-49.png,https://georginasj.com/tienda/producto/blusa-rosa-fiusha-2/,"Blusas","GeorginaSJ",750MXN,out of stock,wc_post_id_900,https://georginasj.com/tienda/carrito/?add-to-cart=900,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_899,"BLUSA BEIGE","BLUSA BEIGE 
 
100% Poliester 
 
Talla: G 
 
Modelo: 20-238",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-22-1.png,https://georginasj.com/tienda/producto/blusa-beige-2/,"Blusas","GeorginaSJ",750MXN,out of stock,wc_post_id_899,https://georginasj.com/tienda/carrito/?add-to-cart=899,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_898,"BLUSA VINO","BLUSA VINO 
 
100% Poliester 
 
Talla: CH 
 
Modelo: 8796",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-16-1.png,https://georginasj.com/tienda/producto/blusa-vino/,"Blusas","GeorginaSJ",750MXN,out of stock,wc_post_id_898,https://georginasj.com/tienda/carrito/?add-to-cart=898,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_897,"BLUSA SEVEN 7 & COCO","BLUSA SEVEN 7 & COCO 
 
100% Poliester 
 
Talla: G 
 
Modelo: 20-239",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-25-1.png,https://georginasj.com/tienda/producto/blusa-seven-7-coco/,"Blusas","GeorginaSJ",750MXN,out of stock,wc_post_id_897,https://georginasj.com/tienda/carrito/?add-to-cart=897,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_896,"BLUSA MOSTAZA","BLUSA MOSTAZA 
 
100% Poliester 
 
100% Poliester forro 
 
Talla: G 
 
Modelo: 3222",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-15-1.png,https://georginasj.com/tienda/producto/blusa-mostaza/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_896,https://georginasj.com/tienda/carrito/?add-to-cart=896,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_895,"BLUSA ROSA FIUSHA","BLUSA ROSA FIUSHA 
 
100% Poliester 
 
Talla: M 
 
Modelo: 20-238",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-50.png,https://georginasj.com/tienda/producto/blusa-rosa-fiusha/,"Blusas","GeorginaSJ",750MXN,in stock,wc_post_id_895,https://georginasj.com/tienda/carrito/?add-to-cart=895,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-42-1.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,750MXN,new,published,,
wc_post_id_894,"BLUSA BEIGE","BLUSA BEIGE 
 
100% Poliester 
 
Talla: G 
 
Modelo: 1087-1",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-54.png,https://georginasj.com/tienda/producto/blusa-beige/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_894,https://georginasj.com/tienda/carrito/?add-to-cart=894,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_893,"BLUSA ROSA GIRL","BLUSA ROSA GIRL 
 
100% Poliester 
 
100% Poliester forro 
 
Talla: Ch 
 
Modelo: 5829",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-28-1.png,https://georginasj.com/tienda/producto/blusa-rosa-girl/,"Caballero","GeorginaSJ",650MXN,in stock,wc_post_id_893,https://georginasj.com/tienda/carrito/?add-to-cart=893,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_892,"BLUSA MELÓN","BLUSA MELÓN SEVEN 7 & COCO 
 
100% Poliester 
 
Talla: Grande 
 
Modelo: 20-947",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-4-1.png,https://georginasj.com/tienda/producto/blusa-melon/,"Blusas","GeorginaSJ",650MXN,out of stock,wc_post_id_892,https://georginasj.com/tienda/carrito/?add-to-cart=892,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_836,"BLUSA NUDE","BLUSA NUDE SEVEN 7 & COCO 
 
100% Poliester 
 
Talla: M 
 
Modelo: 19-1411",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-46.png,https://georginasj.com/tienda/producto/blusa-nude/,"Blusas","GeorginaSJ",650MXN,in stock,wc_post_id_836,https://georginasj.com/tienda/carrito/?add-to-cart=836,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,650MXN,new,published,,
wc_post_id_834,"BLUSA ENCAJE TIRANTES","BLUSA ENCAJE TIRANTES 
 
Talla: S 
 
Modelo: Ed45 
 
60% Cotton 
 
40% Nylon",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-4.png,https://georginasj.com/tienda/producto/blusa-encaje-tirantes/,"Blusas","GeorginaSJ",480MXN,in stock,wc_post_id_834,https://georginasj.com/tienda/carrito/?add-to-cart=834,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-5.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,250MXN,new,published,,
wc_post_id_833,"BLUSA PINK","BLUSA PINK  
 
Talla: M 
 
Modelo: Pinkrt 
 
97% Polyester 
 
3% Elastano",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-1.png,https://georginasj.com/tienda/producto/blusa-pink/,"Blusas","GeorginaSJ",300MXN,in stock,wc_post_id_833,https://georginasj.com/tienda/carrito/?add-to-cart=833,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,200MXN,new,published,,
wc_post_id_832,"BLUSA FASHION ROSE","BLUSA FASHION ROSE 
 
Talla: S 
 
Modelo: Ed51 
 
100% Rayon",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-22.png,https://georginasj.com/tienda/producto/blusa-fashion-rose/,"Blusas","GeorginaSJ",200MXN,in stock,wc_post_id_832,https://georginasj.com/tienda/carrito/?add-to-cart=832,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,200MXN,new,published,,
wc_post_id_831,"BLUSA BEIGE FAITH AND JOY","BLUSA BEIGE FAITH AND JOY 
 
Talla: M 
 
Modelo:1263 
 
70% Cotton 30 % Spandex",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-28.png,https://georginasj.com/tienda/producto/blusa-beige-faith-and-joy/,"Blusas","GeorginaSJ",550MXN,in stock,wc_post_id_831,https://georginasj.com/tienda/carrito/?add-to-cart=831,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-29.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,550MXN,new,published,,
wc_post_id_829,"BLUSA FLORES AMBIANCE","BLUSA FLORES AMBIANCE 
 
Talla: S 
 
Modelo: 3530 
 
100% Rayon",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-10.png,https://georginasj.com/tienda/producto/blusa-flores-ambiance/,"Blusas","GeorginaSJ",485MXN,in stock,wc_post_id_829,https://georginasj.com/tienda/carrito/?add-to-cart=829,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-11.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_828,"PANTIBLUSA BEIGE SHINESDAR","PANTIBLUSA BEIGE SHINESDAR 
 
Talla: S 
 
Modelo: Shinesdar67 
 
46% Nylon 
 
46% Cotton 
 
8% Spandex",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-14.png,https://georginasj.com/tienda/producto/pantiblusa-beige-shinesdar/,"Blusas","GeorginaSJ",395MXN,in stock,wc_post_id_828,https://georginasj.com/tienda/carrito/?add-to-cart=828,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,200MXN,new,published,,
wc_post_id_827,"BLUSA  BEIGE IT'S PINK","BLUSA IT'S PINK 
 
Talla: M 
 
Modelo: 1640 
 
55% Cotton 
 
45% Polyester",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-39.png,https://georginasj.com/tienda/producto/blusa-beige-its-pink/,"Blusas","GeorginaSJ",450MXN,in stock,wc_post_id_827,https://georginasj.com/tienda/carrito/?add-to-cart=827,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,350MXN,new,published,,
wc_post_id_826,"BLUSA ROSA ENCAJE","BLUSA ROSA ENCAJE 
 
Talla: L 
 
Modelo: Fashion795 
 
96% Polyester 
 
4% Spandex",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-43.png,https://georginasj.com/tienda/producto/blusa-rosa-encaje/,"Blusas","GeorginaSJ",350MXN,in stock,wc_post_id_826,https://georginasj.com/tienda/carrito/?add-to-cart=826,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-42.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,280MXN,new,published,,
wc_post_id_824,"BLUSA FIRST LOVE","BLUSA FIRST LOVE 
 
Talla: L 
 
Modelo: AF67 
 
95% Polyester 
 
5% Spandex",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-6.png,https://georginasj.com/tienda/producto/blusa-first-love/,"Blusas","GeorginaSJ",495MXN,in stock,wc_post_id_824,https://georginasj.com/tienda/carrito/?add-to-cart=824,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-7.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,200MXN,new,published,,
wc_post_id_823,"BLUSA PINK ROSE","BLUSA PINK ROSE 
 
Talla: M 
 
Modelo: PF9W10556 
 
97% Polyester 
 
3% Spandex",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-25.png,https://georginasj.com/tienda/producto/blusa-pink-rose/,"Blusas","GeorginaSJ",500MXN,in stock,wc_post_id_823,https://georginasj.com/tienda/carrito/?add-to-cart=823,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,500MXN,new,published,,
wc_post_id_822,"BLUSA GIRL YELLOW","BLUSA GIRL YELLOW 
 
Talla: M 
 
Modelo: 134352 
 
100% Polyester",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-2.png,https://georginasj.com/tienda/producto/blusa-girl-yellow/,"Blusas","GeorginaSJ",230MXN,in stock,wc_post_id_822,https://georginasj.com/tienda/carrito/?add-to-cart=822,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-3.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,150MXN,new,published,,
wc_post_id_821,"BLUSA ROSA BOTONES MONTEAU","BLUSA ROSA BOTONES MONTEAU 
 
Talla: L 
 
Modelo: 146051 
 
97% Polyester 
 
3% Spandex",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-26.png,https://georginasj.com/tienda/producto/blusa-rosa-botones-monteau/,"Blusas","GeorginaSJ",565MXN,in stock,wc_post_id_821,https://georginasj.com/tienda/carrito/?add-to-cart=821,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-27.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,465MXN,new,published,,
wc_post_id_820,"BLUSA TEAL","BLUSA TEAL 
 
Talla: S 
 
Modelo: 663T 
 
Color: Teal 
 
80% Polyester 
 
20% Viscose",https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-12.png,https://georginasj.com/tienda/producto/blusa-teal/,"Blusas","GeorginaSJ",600MXN,in stock,wc_post_id_820,https://georginasj.com/tienda/carrito/?add-to-cart=820,"https://georginasj.com/tienda/wp-content/uploads/2020/07/pic-13.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,600MXN,new,published,,
